-122.8647,38.4306,57.3
-123.9089,40.4864,52.8
-120.2258,37.8444,55.1
-117.9528,36.1389,63.9
-122.4433,37.4725,54.2
-119.6369,36.3158,62.8
-119.6289,36.3189,62.2
-121.5433,40.9317,50
-118.3342,33.9228,64.1
-115.6289,33.7044,70.2
-122.1150,37.6542,58.9
-122.8731,38.6175,60.7
-121.1683,35.6842,59.9
-116.8939,33.7381,64.9
-116.7614,33.2372,56.4
-119.7831,37.9614,53.4
-121.4214,36.8483,58.8
-119.2206,37.2275,45.3
-116.7067,33.7572,54.4
-117.1167,32.5667,62.5
-115.5667,32.8333,73.1
-115.5667,32.8489,72.6
-118.2036,36.7981,60.9
-116.2153,33.7086,75.8
-117.8214,35.6514,64.2
-115.1219,34.1472,75.2
-117.7231,33.7200,65.3
-120.2947,41.2683,46.6
-116.2747,34.1469,65.2
-116.5925,33.0764,56.9
-122.5439,37.9569,58.7
-118.4389,35.7831,61.2
-119.9600,36.0042,64
-121.1378,36.2069,60.3
-124.0747,41.5786,50.9
-117.0233,32.7675,65.5
-117.7814,33.5453,62.6
-117.1883,34.2467,51.2
-122.0039,38.4919,62.8
-120.6392,39.3183,48
-118.2117,34.7411,62.1
-121.5067,41.7400,48.2
-119.1194,37.9567,48.3
-119.0264,36.3817,63.9
-119.9500,36.3333,61.9
-119.0545,36.2033,63.4
-121.8144,37.6928,59.6
-121.7692,37.6922,60.5
-118.7325,36.6044,42.3
-121.2878,38.1061,61.3
-120.4511,34.6536,58.6
-118.1464,33.8117,64.7
-118.2353,34.0511,65.4
-118.3889,33.9381,62.6
-120.9297,36.9897,63.3
-120.8667,37.0564,63.4
-121.9592,37.2319,59.2
-120.1106,36.9878,61.9
-120.0378,36.9539,62.1
-118.9617,37.6478,42.6
-121.5767,40.5411,44.9
-122.1242,38.4917,60
-122.1142,38.0131,58.5
-121.5678,39.1019,61.2
-121.5853,39.1458,63.8
-122.1383,41.2514,50.8
-116.0767,33.5714,73.6
-120.8825,37.2381,59.5
-120.5128,37.2847,61.2
-120.5117,37.2858,62.2
-121.6092,40.3458,45.6
-115.5469,34.9436,62.7
-120.9506,37.6242,63.7
-122.0481,37.4058,60.3
-118.1619,35.0492,62.7
-122.4717,41.7806,51.5
-118.1053,34.0192,67.4
-121.8500,36.5833,56.3
-121.9100,36.5903,55.8
-121.8556,36.5928,55.3
-121.6025,37.1364,61.6
-120.8456,35.3672,58.7
-121.9303,37.8792,58.8
-121.6425,37.3436,54.6
-116.4194,32.8672,54.5
-122.3081,41.3206,50.2
-118.0711,34.2308,57.6
-115.5311,35.4592,57.3
-122.2847,38.2103,56.4
-122.2647,38.2778,59.7
-114.6189,34.7675,74.2
-121.0008,39.2467,55.9
-119.6828,34.9456,59.6
-120.4864,38.0047,62.5
-120.5333,37.9500,60.4
-122.0325,37.5147,59.8
-118.5936,34.3931,64.8
-121.0178,37.2811,64.3
-117.8803,33.6025,61.9
-119.5097,37.2328,58.4
-117.2000,32.7000,66
-118.5250,34.2447,65.6
-122.2642,37.7983,59.2
-122.2000,37.7333,57.5
-122.9661,38.3858,57.5
-117.3950,33.2097,60.1
-117.3494,33.2194,60.6
-116.1689,33.1553,76
-119.2275,34.4478,61.2
-117.6003,34.0561,65.5
-124.0192,41.3619,51
-122.1997,39.7458,62.1
-123.5317,41.3089,57.6
-121.6183,39.4900,62.2
-121.5531,39.5178,62.2
-119.1753,34.1981,61.2
-119.2069,34.2008,59.9
-119.1375,34.2067,61.2
-122.4717,37.5917,58.4
-121.3492,36.7150,56.2
-116.5053,33.8281,73.9
-116.5097,33.8275,74.7
-118.0833,34.6333,62
-118.0939,34.5883,63.5
-122.1403,37.4436,58.5
-116.8400,33.3781,56.2
-121.6239,39.7536,61.1
-114.1708,34.2903,72.7
-118.1444,34.1481,67
-120.6283,35.6697,59.7
-120.6856,35.6278,59.3
-117.8944,34.5028,63.3
-122.6078,38.2578,58.2
-121.1822,36.4817,56.2
-120.6831,35.1597,56.9
-120.7333,38.7333,60.4
-120.8244,38.6956,60.1
-119.1167,34.1167,59.4
-119.0200,36.0678,65.5
-120.4719,39.8053,46.1
-123.1286,39.3619,58.2
-120.6953,36.1883,56.8
-120.9475,39.9367,51.1
-116.9158,33.0375,60.3
-116.9081,33.0114,61.4
-117.6525,35.3692,62.1
-122.2536,40.1519,62.7
-122.6067,40.6508,59.8
-122.2986,40.5175,62.3
-117.1894,34.0528,65
-122.2386,37.4767,59.4
-123.7931,40.0261,55.7
-122.3772,37.9192,58.5
-117.3614,33.9669,65.5
-117.3881,33.9511,66.8
-117.4386,33.9519,65.8
-121.4169,38.5556,62.7
-121.4950,38.5069,61
-121.5897,38.6956,60.8
-120.2406,39.4317,41.5
-122.4714,38.5067,60.3
-121.6656,36.6594,57.3
-121.6081,36.6636,58
-120.2189,38.5006,58
-117.2539,34.1344,66.6
-116.9794,32.5722,62
-117.1333,32.8667,62.9
-117.1394,32.8158,63.1
-117.2258,32.7672,61.6
-117.1831,32.7336,63.6
-122.4269,37.7706,57.3
-122.5044,37.7278,55.3
-122.4378,37.6581,58.2
-118.1000,34.1061,65.3
-122.3617,37.3117,54.3
-116.9583,33.7869,64.4
-121.9242,37.3592,61.5
-121.9239,37.3592,60.6
-117.5525,33.5319,63.7
-121.0578,37.0533,62.9
-120.6414,35.2372,59.3
-120.6639,35.3056,59
-119.4500,33.2500,60.7
-116.9975,33.0956,64.7
-122.5372,37.9983,58.4
-118.7242,34.7436,56.5
-117.8667,33.7442,65.6
-117.8664,33.6800,64
-119.8797,34.4142,57.7
-119.8425,34.4258,59
-119.6844,34.4167,61.7
-118.4167,33.4000,60.3
-121.9911,36.9906,58.8
-120.4486,34.8994,57.6
-118.4997,34.0075,61.6
-118.4514,34.0158,62.2
-119.1331,34.3119,61.8
-122.8103,38.5039,57.6
-122.6978,38.4381,59.2
-123.1331,41.3011,55.1
-124.1036,40.4831,56.4
-122.4161,40.7142,62.5
-124.0728,40.0331,56.2
-116.2708,35.9717,69.6
-120.6228,39.5678,51.9
-120.3706,39.5833,47.1
-122.1842,37.3133,55.4
-119.6331,37.5072,48.3
-122.4622,38.2994,58.9
-120.3872,37.9672,57.2
-119.9947,38.8983,43.9
-123.7275,39.8778,55.2
-121.2258,37.8892,61.4
-121.3178,37.9994,62.2
-122.5339,39.5858,59.6
-117.1450,36.6019,76.5
-121.1078,39.5631,51.9
-117.1900,33.7156,64.6
-120.6631,40.4167,50.4
-120.8008,38.3772,60.4
-119.4300,35.1503,64.1
-120.1428,39.1678,43.5
-118.4222,35.1011,55.3
-118.4500,35.1333,55.1
-120.4333,40.8667,44.6
-116.1600,33.6278,71.9
-118.8986,34.1819,62.7
-118.8619,36.4650,62
-120.4992,38.4461,56.8
-118.3411,33.8017,62.6
-121.3467,37.6819,61
-121.5828,37.7967,62.8
-122.7947,40.7264,54.9
-117.3908,35.7636,67.8
-120.1730,39.3331,43.4
-121.4744,41.9600,47.1
-120.8550,37.5006,62.8
-117.7539,33.7025,62.9
-117.8333,33.7000,66.3
-115.8500,34.1206,70.5
-116.0369,34.1281,69.1
-120.0403,38.7086,40.9
-120.3208,34.9878,58.8
-118.4428,34.0697,63.8
-123.2000,39.1333,58.7
-123.2103,39.1467,59
-121.9575,38.3775,61.4
-121.9608,38.3956,62.9
-118.4892,34.2097,65.2
-117.3058,34.5350,62.4
-120.1858,39.8056,45.6
-119.2992,36.3283,63.3
-117.2269,33.2294,63.1
-122.9975,38.7161,59.1
-119.3536,35.5944,64.2
-121.7886,36.9358,57.3
-121.7692,36.9308,57.3
-122.9331,40.7222,54.8
-122.5281,40.6117,62.1
-117.1853,36.2656,59.7
-123.3425,39.4194,52.4
-123.6364,40.9467,57.6
-122.3058,39.5231,62.6
-121.9683,38.5228,63.5
-121.7942,38.6828,62.8
-118.5744,34.1819,64.6
-122.2567,37.4286,59.6
-117.6386,34.3617,49.8
-117.8189,33.8900,65.2
-119.5897,37.7500,54.3
-119.8208,37.7592,49.7
-122.3567,38.3950,59.2
-122.6408,41.7036,52.3
